Player_ID,Player,Full_Name,Born,Current_Age,Bats,Bowls,Matches,Died
4201,M G Neser,Michael Gertges Neser,"29th March, 1990",35 years 63 days,Right Handed,Right Arm Medium,1 (2013-2013),
4636,L Ngidi,Lungisani True-man Ngidi,"29th March, 1996",29 years 63 days,Right Handed,Right Arm Fast,16 (2018-),
8298,V Nigam,Vipraj Nigam,"28th July, 2004",20 years 307 days,,,14 (2025-),
4200,R  Ninan,Ryan Ninan,"19th November, 1985",39 years 193 days,Right Handed,Right Arm Off Break,2 (2011-2011),
3531,A A Noffke,Ashley A Noffke,"30th April, 1977",48 years 31 days,Right Handed,Right Arm Fast Medium,1 (2008-2008),
6536,Noor Ahmad,Noor Ahmad Lakanwal,"3rd January, 2005",20 years 148 days,,Left Arm Chinaman (Googly),37 (2023-),
4929,A Nortje,Anrich Nortje,"16th November, 1993",31 years 196 days,Right Handed,Right Arm Fast,48 (2020-),
2137,M Ntini,Makhaya Ntini,"6th July, 1977",47 years 329 days,Right Handed,Right Arm Fast,9 (2008-2008),
3789,N V Ojha,Naman Vinaykumar Ojha,"20th July, 1983",41 years 315 days,Right Handed,,113 (2009-2018),
3574,P P Ojha,Pragyan Prayash Ojha,"5th September, 1986",38 years 268 days,Left Handed,Left Arm Orthodox,92 (2008-2015),
2811,J D P Oram,Jacob David Philip Oram,"28th July, 1978",46 years 307 days,Left Handed,Right Arm Medium,18 (2008-2013),
7646,W P O'Rourke,William Peter O'Rourke,"6th August, 2001",23 years 298 days,Right Handed,Right Arm Fast,3 (2025-),
6665,J Overton,Jamie Overton,"10th April, 1994",31 years 51 days,Right Handed,Right Arm Fast,3 (2025-),
8398,M J Owen,Mitchell J Owen,"16th September, 2001",23 years 257 days,Right Handed,Right Arm Medium,1 (2025-),
4949,P Ray Barman,Prayas Ray Barman,"25th October, 2002",22 years 218 days,Right Handed,Left Arm Chinaman (Googly),1 (2019-2019),
4948,D Padikkal,Devdutt Padikkal,"7th July, 2000",24 years 328 days,Left Handed,Right Arm Leg Break,74 (2020-),
3725,T D Paine,Timothy David Paine,"8th December, 1984",40 years 174 days,Right Handed,Right Arm Medium,2 (2011-2011),
4082,I C Pandey,Ishwar Chand Pandey,"15th October, 1989",35 years 228 days,Right Handed,Right Arm Medium,25 (2013-2015),
4083,M K Pandey,Manish Krishnanand Pandey,"10th September, 1989",35 years 263 days,Right Handed,Right Arm Off Break,174 (2008-),
4399,H H Pandya,Hardik H Pandya,"11th October, 1993",31 years 232 days,Right Handed,Right Arm Medium Fast,150 (2015-),
4552,K H Pandya,Krunal Himanshu Pandya,"24th March, 1991",34 years 68 days,Left Handed,Left Arm Orthodox,141 (2016-),
3790,Pankaj Singh,Pankaj Singh,"6th May, 1985",40 years 25 days,Right Handed,Right Arm Medium Fast,17 (2008-2012),
4542,R R Pant,Rishabh Rajendra Pant,"4th October, 1997",27 years 239 days,Left Handed,,125 (2016-),
4943,R Parag,Riyan Parag,"10th November, 2001",23 years 202 days,Right Handed,Right Arm Leg Break,84 (2019-),
4124,P  Parameswaran,Prasanth Parameswaran,"30th May, 1985",40 years 1 days,Right Handed,Left Arm Medium,8 (2011-2012),
4189,M B  Parmar,Mohnish B Parmar,"12th April, 1988",37 years 49 days,Right Handed,Right Arm Off Break,1 (2010-2010),
3642,W D Parnell,Wayne Dillon Parnell,"30th July, 1989",35 years 305 days,Left Handed,Left Arm Medium Fast,33 (2011-2023),
4311,Parvez Rasool,Parvez Ghulam Rasool Zargar,"13th February, 1989",36 years 107 days,Right Handed,Right Arm Off Break,11 (2013-2016),
4310,A R Patel,Axar Rajeshbhai Patel,"20th January, 1994",31 years 131 days,Left Handed,Left Arm Orthodox,162 (2014-),
4125,H V Patel,Harshal Vikram Patel,"23rd November, 1990",34 years 189 days,Right Handed,Right Arm Medium,119 (2012-),
3352,M M Patel,Munaf M Patel,"12th July, 1983",41 years 323 days,Right Handed,Right Arm Medium Fast,63 (2008-2017),
4147,N K  Patel,Niraj K Patel,"26th March, 1981",44 years 66 days,Left Handed,,9 (2008-2009),
3035,P A Patel,Pathiv A Patel,"9th March, 1985",40 years 83 days,Left Handed,,139 (2008-2019),
5968,R V Patel,Ripal Vinubhai Patel,"28th September, 1995",29 years 245 days,Right Handed,Right Arm Medium Fast,9 (2021-2023),
7202,U Patel,Urvil Patel,"17th October, 1998",26 years 226 days,Right Handed,,3 (2025-),
4197,A U K Pathan,Asad U K Pathan,"17th June, 1984",40 years 348 days,Right Handed,Right Arm Medium,9 (2011-2012),
3156,I K Pathan,Irfan K Pathan,"27th October, 1984",40 years 216 days,Left Handed,Left Arm Medium Fast,103 (2008-2017),
3550,Y K Pathan,Yusuf K Pathan,"17th November, 1982",42 years 195 days,Right Handed,Right Arm Off Break,174 (2008-2019),
6613,M Pathirana,Matheesha Pathirana,"18th December, 2002",22 years 164 days,Right Handed,Right Arm Medium,32 (2022-),
5980,R M Patidar,Rajat Manohar Patidar,"1st June, 1993",31 years 364 days,Right Handed,Right Arm Off Break,41 (2021-),
4167,D T  Patil,Devraj T Patil,"6th December, 1984",40 years 176 days,Right Handed,,2 (2008-2008),
3854,J L Pattinson,James L Pattinson,"3rd May, 1990",35 years 28 days,Left Handed,Right Arm Fast Medium,10 (2020-2020),
4742,K M A Paul,Keemo Mandela Angus Paul,"21st February, 1998",27 years 99 days,Right Handed,Right Arm Fast Medium,8 (2019-2019),
4194,A G  Paunikar,Amit G Paunikar,"18th April, 1988",37 years 43 days,Right Handed,,5 (2010-2011),
4175,R  Pawar,Rajesh Pawar,"6th September, 1979",45 years 267 days,Left Handed,Left Arm Orthodox,1 (2008-2008),
3994,M D K J Perera,Mathurage Don Kusal Janith Perera,"17th August, 1990",34 years 287 days,Left Handed,,2 (2013-2013),
3747,N L T C Perera,Narangoda Liyanaarachchilage Thisara Chirantha Perera,"3rd April, 1989",36 years 58 days,Left Handed,Right Arm Medium Fast,37 (2010-2016),
3049,R J Peterson,Robin J Peterson,"4th August, 1979",45 years 300 days,Left Handed,Left Arm Orthodox,5 (2012-2012),
5860,J R Philippe,Joshua Ryan Philippe,"1st June, 1997",27 years 364 days,Right Handed,,5 (2020-2020),
4647,G D Phillips,Glenn Dominic Phillips,"6th December, 1996",28 years 176 days,Right Handed,Right Arm Off Break,8 (2021-2023),
3238,K P Pietersen,Kevin Peter Pietersen,"27th June, 1980",44 years 338 days,Right Handed,Right Arm Off Break,36 (2009-2016),
3331,L E Plunkett,Liam Edward Plunkett,"6th April, 1985",40 years 55 days,Right Handed,Right Arm Fast Medium,7 (2018-2018),
3465,K A Pollard,Kieron Adrian Pollard,"12th May, 1987",38 years 19 days,Right Handed,Right Arm Medium,189 (2010-2022),
2039,S M Pollock,Shaun Maclean Pollock,"16th July, 1973",51 years 319 days,Right Handed,Right Arm Fast Medium,13 (2008-2008),
3691,L A Pommersbach,Luke A Pommersbach,"28th September, 1984",40 years 245 days,Left Handed,Right Arm Off Break,17 (2008-2013),
2041,R T Ponting,Ricky Thomas Ponting,"19th December, 1974",50 years 163 days,Right Handed,Right Arm Medium,10 (2008-2013),
4587,N Pooran,Nicholas Pooran,"2nd October, 1995",29 years 241 days,Left Handed,,90 (2019-),
7230,A Porel,Abishek Porel,"17th October, 2002",22 years 226 days,Left Handed,,31 (2023-),
5850,I C Porel,Ishan Chandranath Porel,"5th September, 1998",26 years 268 days,Right Handed,Right Arm Medium,1 (2021-2021),
3164,R R Powar,Ramesh R Powar,"20th May, 1978",47 years 11 days,Right Handed,Right Arm Off Break,27 (2008-2012),
4605,R Powell,Rovman Powell,"23rd July, 1993",31 years 312 days,Right Handed,Right Arm Medium Fast,29 (2022-),
4937,Prabhsimran Singh,Prabhsimran Singh,"10th August, 2000",24 years 294 days,Right Handed,,49 (2019-),
5979,S S Prabhudessai,Suyash S Prabhudessai,"6th December, 1997",27 years 176 days,Right Handed,Right Arm Medium,11 (2022-),
4109,P  Prasanth,Padmanablhan Prasanth,"22nd May, 1985",40 years 9 days,Left Handed,Left Arm Orthodox,1 (2011-2011),
4930,M Prasidh Krishna,Muralikrishna Prasidh Krishna,"19th February, 1996",29 years 101 days,Right Handed,Right Arm Medium Fast,65 (2018-),
4110,V  Pratap Singh,Veer Pratap Singh,"3rd May, 1992",33 years 28 days,Right Handed,Right Arm Medium,9 (2012-2012),
4589,D Pretorius,Dwaine Pretorius,"29th March, 1989",36 years 63 days,Right Handed,Right Arm Medium Fast,7 (2022-2023),
2201,R W Price,Raymond William Price,"12th June, 1976",48 years 353 days,Right Handed,Left Arm Orthodox,1 (2011-2011),
4939,Y Prithvi Raj,Prithvi Raj Yarra,"20th February, 1998",27 years 100 days,Left Handed,Left Arm Medium,2 (2019-2019),
3826,C A Pujara,Cheteshwar Arvind Pujara,"25th January, 1988",37 years 126 days,Right Handed,Right Arm Leg Break,29 (2010-2014),
8295,V Puthur,Vignesh Puthur,"2nd March, 2001",24 years 90 days,Right Handed,Left Arm Chinaman (Googly),5 (2025-),
3974,R J Quiney,Robert John Quiney,"20th August, 1982",42 years 284 days,Left Handed,Right Arm Medium,7 (2009-2009),
4339,K Rabada,Kagiso Rabada,"25th May, 1995",30 years 6 days,Left Handed,Right Arm Fast,84 (2017-),
3889,A M Rahane,Ajinkya M Rahane,"6th June, 1988",36 years 359 days,Right Handed,Right Arm Medium,198 (2008-),
5474,Rahmanullah Gurbaz,Rahmanullah Gurbaz,"28th November, 2001",23 years 184 days,Right Handed,,19 (2023-),
4137,K L Rahul,Kannaur Lokesh Rahul,"18th April, 1992",33 years 43 days,Right Handed,,145 (2013-),
3287,S K Raina,Suresh Kumar Raina,"27th November, 1986",38 years 185 days,Left Handed,Right Arm Off Break,205 (2008-2021),
5509,P B B Rajapaksa,Pramod Bhanuka Bandara Rajapaksa,"24th October, 1991",33 years 219 days,Left Handed,Right Arm Medium,13 (2022-2023),
4133,R R  Raje,Rohan R Raje,"3rd November, 1986",38 years 209 days,Right Handed,Right Arm Fast Medium,10 (2008-2009),
4216,A S Rajpoot,Ankit Singh Rajpoot,"4th December, 1993",31 years 178 days,Right Handed,Right Arm Medium,29 (2013-2020),
8297,P V S Raju,Penumatsa Venkata Satyanarayana Raju,"10th July, 1999",25 years 325 days,,,2 (2025-),
6523,Ramandeep Singh,Ramandeep Singh,"13th April, 1997",28 years 48 days,Right Handed,Right Arm Medium,31 (2022-),
3149,R Rampaul,Ravindranath Rampaul,"15th October, 1984",40 years 228 days,Left Handed,Right Arm Fast Medium,12 (2013-2014),
6570,H P Rana,Harshit Pradeep Rana,"22nd December, 2001",23 years 160 days,Right Handed,Right Arm Medium Fast,34 (2022-),
4400,N Rana,Nitish Rana,"27th December, 1993",31 years 155 days,Left Handed,Right Arm Off Break,118 (2016-),
4111,S  Rana,Sachin Rana,"18th September, 1984",40 years 255 days,Right Handed,,11 (2011-2014),
3696,A U Rashid,Adil Usman Rashid,"17th February, 1988",37 years 103 days,Right Handed,Right Arm Leg Break,3 (2021-2023),
4484,Rashid Khan,Rashid Khan,"20th September, 1998",26 years 253 days,Right Handed,Right Arm Leg Break,135 (2017-),
4942,Rasikh Salam,Rasikh Salam Dar,"5th April, 2000",25 years 56 days,Right Handed,Right Arm Medium,13 (2019-),
7204,M Rathee,Mohit Rathee,"13th January, 1999",26 years 138 days,,,1 (2023-2023),
4154,A S  Raut,Abhishek S Raut,"3rd March, 1987",38 years 89 days,Right Handed,Right Arm Leg Break,22 (2009-2011),
5851,Ravi Bishnoi,Ravi Bishnoi,"5th September, 2000",24 years 268 days,Right Handed,Right Arm Leg Break,77 (2020-),
4112,D B  Ravi Teja,Dwaraka B Ravi Teja,"5th September, 1987",37 years 268 days,Right Handed,Right Arm Leg Break,32 (2008-2013),
6150,R Ravindra,Rachin Ravindra,"18th November, 1999",25 years 194 days,Left Handed,Left Arm Orthodox,18 (2024-),
4085,M  Rawat,Mahesh Rawat,"25th October, 1985",39 years 218 days,Right Handed,,18 (2008-2013),
4069,A T Rayudu,Ambati T Rayudu,"23rd September, 1985",39 years 250 days,Right Handed,Right Arm Off Break,204 (2010-2023),
7209,N K Reddy,Nitish Kumar Reddy,"26th May, 2003",22 years 5 days,,,28 (2023-),
4113,P A  Reddy,P Akshath Reddy,"11th February, 1991",34 years 109 days,Right Handed,Right Arm Leg Break,12 (2012-2013),
4650,J A Richardson,Jhye Avon Richardson,"20th September, 1996",28 years 253 days,Left Handed,Right Arm Fast,4 (2021-),
3996,K W Richardson,Kane W Richardson,"12th February, 1991",34 years 108 days,Right Handed,Right Arm Fast Medium,15 (2013-2021),
6552,R D Rickelton,Ryan David Rickelton,"11th July, 1996",28 years 324 days,Left Handed,,14 (2025-),
4199,N J  Rimmington,Nathan J Rimmington,"11th November, 1982",42 years 201 days,Right Handed,Right Arm Fast Medium,1 (2011-2011),
4665,Rinku Singh,Rinku Khanchand Singh,"12th October, 1997",27 years 231 days,Left Handed,Right Arm Off Break,59 (2018-),
7749,S Rizvi,Sameer Rizvi,"6th December, 2003",21 years 176 days,Right Handed,Right Arm Off Break,13 (2024-),
3611,K A J Roach,Kemar Andre Jamal Roach,"30th June, 1988",36 years 335 days,Right Handed,Right Arm Fast Medium,2 (2010-2010),
4000,B J Rohrer,Ben J Rohrer,"26th March, 1981",44 years 66 days,Left Handed,,8 (2013-2013),
3573,L Ronchi,Luke Ronchi,"23rd April, 1981",44 years 38 days,Right Handed,,5 (2008-2009),
3981,J E Root,Joseph Edward Root,"30th December, 1990",34 years 152 days,Right Handed,Right Arm Off Break,3 (2023-2023),
4321,R R Rossouw,Rilee Roscoe Rossouw,"9th October, 1989",35 years 234 days,Left Handed,Right Arm Off Break,22 (2014-),
4775,A S Roy,Anukul Sudhakar Roy,"30th November, 1998",26 years 182 days,Left Handed,Left Arm Orthodox,12 (2019-),
4325,J J Roy,Jason Jonathan Roy,"21st July, 1990",34 years 314 days,Right Handed,,21 (2017-2023),
3836,A D Russell,Andre Dwayne Russell,"29th April, 1988",37 years 32 days,Right Handed,Right Arm Fast,140 (2012-),
4838,S E Rutherford,Sherfane Eviston Rutherford,"15th August, 1998",26 years 289 days,Left Handed,Right Arm Fast Medium,22 (2019-),
3532,J D Ryder,Jesse Daniel Ryder,"6th August, 1984",40 years 298 days,Left Handed,Right Arm Medium,29 (2009-2012),
4098,Sachin Baby,Sachin Baby,"18th December, 1988",36 years 164 days,Left Handed,Right Arm Off Break,20 (2013-),
3759,W P Saha,Wriddhiman Prasanta Saha,"24th October, 1984",40 years 219 days,Right Handed,,170 (2008-),
4405,P Sahu,Pardeep Sahu,"21st August, 1985",39 years 283 days,Right Handed,Right Arm Leg Break,5 (2016-2016),
6535,Sai Sudharsan,Bhardwaj Sai Sudharsan,"15th October, 2001",23 years 228 days,Left Handed,Right Arm Leg Break,39 (2022-),
4047,N  Saini,Nitin Saini,"28th October, 1988",36 years 215 days,Right Handed,,10 (2012-2012),
4656,N A Saini,Navdeep Amarjeet Saini,"23rd November, 1992",32 years 189 days,Right Handed,Right Arm Fast,32 (2019-2023),
5978,C Sakariya,Chetan Sakariya,"28th February, 1998",27 years 92 days,Left Handed,Left Arm Medium Fast,20 (2021-),
3132,Salman Butt,Salman Butt,"7th October, 1984",40 years 236 days,Left Handed,Right Arm Off Break,7 (2008-2008),
6038,P D Salt,Philip Dean Salt,"28th August, 1996",28 years 276 days,Right Handed,Right Arm Off Break,33 (2023-),
4141,D Salunkhe,Dinesh Salunkhe,"12th September, 1982",42 years 261 days,Right Handed,Right Arm Leg Break,6 (2008-2008),
3106,A M Salvi,Aavishkar M Salvi,"20th October, 1981",43 years 223 days,Right Handed,Right Arm Medium,7 (2009-2011),
4114,B B Samantray,Biplab B Samantray,"14th December, 1988",36 years 168 days,Right Handed,,9 (2012-2013),
3228,D J G Sammy,Daren Julius Garvey Sammy,"20th December, 1983",41 years 162 days,Right Handed,Right Arm Medium Fast,22 (2013-2015),
5847,D R Sams,Daniel Richard Sams,"27th October, 1992",32 years 216 days,Right Handed,Left Arm Fast Medium,16 (2020-2022),
4099,S V Samson,Sanju Viswanath Samson,"11th November, 1994",30 years 201 days,Right Handed,,177 (2013-),
2255,M N Samuels,Marlon Nathaniel Samuels,"5th February, 1981",44 years 115 days,Right Handed,Right Arm Off Break,15 (2012-2017),
4048,Sandeep Sharma,Sandeep Sharma,"18th May, 1993",32 years 13 days,Right Handed,Right Arm Medium,137 (2013-),
4126,S Sandeep Warrier,Sankarankutty Sandeep Warrier,"4th April, 1991",34 years 57 days,Right Handed,Right Arm Medium,10 (2019-),
4374,G S Sandhu,Gurinder S Sandhu,"14th June, 1993",31 years 351 days,Left Handed,Right Arm Fast Medium,3 (2015-2015),
2226,K C Sangakkara,Kumar Chokshanada Sangakkara,"27th October, 1977",47 years 216 days,Left Handed,Right Arm Off Break,71 (2008-2013),
4058,P J Sangwan,Pradeep Jaibeer Sangwan,"5th November, 1990",34 years 207 days,Right Handed,Left Arm Medium,42 (2008-2022),
4667,R Sanjay Yadav,Ramsingh Sanjay Yadav,"10th May, 1995",30 years 21 days,Left Handed,Left Arm Orthodox,1 (2022-2022),
4429,M J Santner,Mitchell Josef Santner,"5th February, 1992",33 years 115 days,Left Handed,Left Arm Orthodox,29 (2019-),
3907,K Santokie,Krishmar Santokie,"20th December, 1984",40 years 162 days,Left Handed,Left Arm Medium,2 (2014-2014),
7212,Sanvir Singh,Sanvir Singh,"12th October, 1996",28 years 231 days,,,6 (2023-),
4116,X T  Sargunam,X Thalaivan Sargunam,"15th May, 1985",40 years 16 days,Right Handed,Right Arm Off Break,1 (2013-2013),
4174,S S  Sarkar,Sourav S Sarkar,"15th December, 1984",40 years 167 days,Right Handed,Right Arm Medium,2 (2009-2009),
4172,P M  Sarvesh Kumar,P M Sarvesh Kumar,"26th April, 1989",36 years 35 days,Right Handed,Right Arm Medium,2 (2008-2008),
2220,R R Sarwan,Ramnaresh Ronnie Sarwan,"23rd June, 1980",44 years 342 days,Right Handed,Right Arm Leg Break,4 (2008-2008),
4049,R  Sathish,Rajagopal Sathish,"14th January, 1981",44 years 137 days,Right Handed,Right Arm Medium,34 (2010-2016),
7770,Saurav Chauhan,Saurav Dilipsingh Chauhan,"27th May, 2000",25 years 4 days,Left Handed,Right Arm Off Break,3 (2024-),
4070,J S Saxena,Jalaj Sahai Saxena,"15th December, 1986",38 years 167 days,Right Handed,Right Arm Off Break,1 (2021-2021),
4767,J P R Scantlebury-Searles,Javon Philip Ramon Scantlebury-Searles,"21st December, 1986",38 years 161 days,Right Handed,Right Arm Fast Medium,4 (2018-2018),
7195,Sediqullah Atal,Sediqullah Atal,"12th August, 2001",23 years 292 days,Left Handed,,1 (2025-),
2878,V Sehwag,Virender Sehwag,"20th October, 1978",46 years 223 days,Right Handed,Right Arm Off Break,104 (2008-2015),
4732,T L Seifert,Tim Louis Seifert,"14th December, 1994",30 years 168 days,Right Handed,Right Arm Fast Medium,3 (2021-2022),
6544,K R Sen,Kuldeep Rampal Sen,"22nd October, 1996",28 years 221 days,Right Handed,Right Arm Medium Fast,12 (2022-),
3928,S M S M Senanayake,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,"9th February, 1985",40 years 111 days,Right Handed,Right Arm Off Break,8 (2013-2013),
2974,O A Shah,Owais Alam Shah,"22nd October, 1978",46 years 221 days,Right Handed,Right Arm Off Break,23 (2010-2013),
4132,P R  Shah,Pinal R Shah,"3rd November, 1987",37 years 209 days,Right Handed,,16 (2008-2011),
5861,Shahbaz Ahmed,Shahbaz Ahmed,"11th December, 1994",30 years 171 days,Left Handed,Left Arm Orthodox,58 (2020-),
2152,Shahid Afridi,Shahid Afridi,"1st March, 1980",45 years 91 days,Right Handed,Right Arm Leg Break,10 (2008-2008),
5976,Shahrukh Khan,Masood Shahrukh Khan,"27th May, 1995",30 years 4 days,Right Handed,Right Arm Off Break,54 (2021-),
7199,Shaik Rasheed,Shaik Rasheed,"24th September, 2004",20 years 249 days,,,5 (2025-),
4178,R A A Shaikh,Rahil A A Shaikh,"12th June, 1985",39 years 353 days,Left Handed,Left Arm Medium,1 (2009-2009),
4177,S S  Shaikh,Shoaib S Shaikh,"18th January, 1987",38 years 133 days,Right Handed,Right Arm Medium,2 (2009-2009),
3426,Shakib Al Hasan,Shakib Al Hasan,"24th March, 1987",38 years 68 days,Left Handed,Left Arm Orthodox Left Arm Medium Fast,71 (2011-2021),
4562,T Shamsi,Tabraiz Shamsi,"18th February, 1990",35 years 102 days,Right Handed,Left Arm Chinaman (Googly),5 (2016-2021),
4476,D Shanaka,Madagamagamage Dasun Shanaka,"9th September, 1991",33 years 264 days,Right Handed,Right Arm Medium,3 (2023-2023),
4027,V Shankar,Vijay Shankar,"26th January, 1991",34 years 125 days,Right Handed,Right Arm Off Break,78 (2014-),
7220,H Sharma,Himanshu Sharma,"6th June, 1998",26 years 359 days,Right Handed,Right Arm Leg Break,2 (2023-),
3470,I Sharma,Ishant Sharma,"2nd September, 1988",36 years 271 days,Right Handed,Right Arm Fast Medium,117 (2008-),
4554,J M Sharma,Jitesh Mohan Sharma,"22nd October, 1993",31 years 221 days,Right Handed,,54 (2022-),
6539,K S Sharma,Karan Sunny Sharma,"31st October, 1998",26 years 212 days,Right Handed,Right Arm Off Break,3 (2022-2023),
4115,K V Sharma,Karn Vinod Sharma,"23rd October, 1987",37 years 220 days,Left Handed,Right Arm Leg Break,90 (2009-),
4028,M M Sharma,Mohit Mahipal Sharma,"18th September, 1988",36 years 255 days,Right Handed,Right Arm Medium,120 (2013-),
3923,R Sharma,Rahul Sharma,"30th November, 1986",38 years 182 days,Right Handed,Right Arm Leg Break,44 (2010-2014),
3474,R G Sharma,Rohit G Sharma,"30th April, 1987",38 years 31 days,Right Handed,Right Arm Off Break,270 (2008-),
7207,S Sharma,Suyash Sharma,"15th May, 2003",22 years 16 days,,,26 (2023-),
7210,V Sharma,Vivrant Sharma,"30th October, 1999",25 years 213 days,,,3 (2023-2023),
4657,Shashank Singh,Shashank Singh,"21st November, 1991",33 years 191 days,Right Handed,Right Arm Off Break,39 (2022-),
4759,P P Shaw,Prithvi Pankaj Shaw,"9th November, 1999",25 years 203 days,Right Handed,Right Arm Off Break,79 (2018-),
8309,S Shedge,Suryansh Shedge,"29th January, 2003",22 years 122 days,,,5 (2025-),
5662,R Shepherd,Romario Shepherd,"26th November, 1994",30 years 186 days,Right Handed,Right Arm Medium Fast,17 (2022-),
4768,Shivam Mavi,Shivam Pankaj Mavi,"26th November, 1998",26 years 186 days,Right Handed,Right Arm Fast Medium,32 (2018-2022),
4377,Shivam Sharma,Shivam Sharma,"9th September, 1993",31 years 264 days,Right Handed,,5 (2014-2015),
7205,Shivam Singh,Shivam Singh,"21st June, 1995",29 years 344 days,,,1 (2024-),
4160,Shoaib Ahmed,Shoaib Ahmed,"19th November, 1987",37 years 193 days,Right Handed,Right Arm Fast Medium,8 (2009-2009),
2124,Shoaib Akhtar,Shoaib Akhtar,"13th August, 1975",49 years 291 days,Right Handed,Right Arm Fast,3 (2008-2008),
2879,Shoaib Malik,Shoaib Malik,"1st February, 1982",43 years 119 days,Right Handed,Right Arm Off Break,7 (2008-2008),
6520,H R Shokeen,Hrithik Rakesh Shokeen,"14th August, 2000",24 years 290 days,Right Handed,Right Arm Off Break,13 (2022-2023),
4755,D R Shorey,Dhrun Ranjan Shorey,"5th June, 1992",32 years 360 days,Right Handed,Right Arm Off Break,2 (2018-2019),
4729,D J M Short,D'Arcy John Matthew Short,"9th August, 1990",34 years 295 days,Left Handed,Left Arm Orthodox,7 (2018-2018),
7203,M W Short,Matthew William Short,"8th November, 1995",29 years 204 days,Right Handed,Right Arm Off Break,6 (2023-2023),
7767,Shubham Dubey,Shubham Badriprasad Dubey,"27th August, 1994",30 years 277 days,Left Handed,Right Arm Off Break,12 (2024-),
4769,Shubman Gill,Shubman Gill,"8th September, 1999",25 years 265 days,Right Handed,Right Arm Off Break,117 (2018-),
2880,L R Shukla,Laxmi R Shukla,"6th May, 1981",44 years 25 days,Right Handed,Right Arm Medium,47 (2008-2014),
4100,R  Shukla,Rahul Shukla,"28th August, 1990",34 years 276 days,Right Handed,Right Arm Medium,7 (2012-2014),
5852,M Siddharth,Manimaran Siddharth,"3rd July, 1998",26 years 332 days,Right Handed,Left Arm Orthodox,5 (2024-),
4022,Sikandar Raza,Sikandar Raza,"24th April, 1986",39 years 37 days,Right Handed,Right Arm Medium,9 (2023-),
2882,L P C Silva,Lindamlilage Prageeth Chamara Silva,"14th December, 1979",45 years 168 days,Right Handed,Right Arm Leg Break,3 (2008-2008),
6509,Simarjeet Singh,Simarjeet Singh,"17th January, 1998",27 years 134 days,Right Handed,Right Arm Fast Medium,14 (2022-),
3447,L M P Simmons,Lendl Mark Platter Simmons,"25th January, 1985",40 years 126 days,Right Handed,Right Arm Medium Fast,29 (2014-2017),
4101,A  Singh,Amit Singh,"21st June, 1981",43 years 344 days,Right Handed,Right Arm Medium Fast,23 (2009-2012),
4555,N B Singh,Nathu Bharat Singh,"8th September, 1995",29 years 265 days,Right Handed,Right Arm Medium,2 (2017-2017),
3332,R P Singh,Rudra Pratap Singh,"6th December, 1985",39 years 176 days,Right Handed,Left Arm Medium Fast,82 (2008-2016),
3354,V R Singh,Vikram R Singh,"17th September, 1984",40 years 256 days,Right Handed,Right Arm Medium Fast,19 (2008-2010),
3157,D R Smith,Dwayne Romel Smith,"12th April, 1983",42 years 49 days,Right Handed,Right Arm Medium,91 (2008-2017),
3014,G C Smith,Graeme Craig Smith,"1st February, 1981",44 years 119 days,Left Handed,Right Arm Medium,29 (2008-2011),
4748,O F Smith,Odean Fabian Smith,"1st November, 1996",28 years 211 days,Right Handed,Right Arm Medium,6 (2022-2022),
3756,S P D Smith,Steven Peter Devereux Smith,"2nd June, 1989",35 years 363 days,Right Handed,Right Arm Leg Break,103 (2012-2021),
4243,I S Sodhi,Inderbir Singh Sodhi,"31st October, 1992",32 years 212 days,Right Handed,Right Arm Leg Break,8 (2018-2019),
2888,R S Sodhi,Reetinder S Sodhi,"18th October, 1980",44 years 225 days,Right Handed,Right Arm Medium,3 (2010-2010),
3502,Sohail Tanvir,Sohail Tanvir,"12th December, 1984",40 years 170 days,Left Handed,Left Arm Medium Fast,11 (2008-2008),
4127,S Sohal,Sunny Sohal,"10th November, 1987",37 years 202 days,Right Handed,Right Arm Leg Break,22 (2008-2011),
6508,P Solanki,Prashant Solanki,"15th October, 1992",32 years 228 days,Left Handed,Right Arm Leg Break,2 (2022-2022),
3542,T G Southee,Timothy G Southee,"11th December, 1988",36 years 171 days,Right Handed,Right Arm Medium Fast,54 (2011-2023),
4512,B B Sran,Barinder B Sran,"10th December, 1992",32 years 172 days,Left Handed,Left Arm Medium,24 (2015-2019),
3327,S Sreesanth,Shanthakumaran Sreesanth,"6th February, 1983",42 years 114 days,Right Handed,Right Arm Medium,44 (2008-2013),
2893,S Sriram,Sridharan Sriram,"21st February, 1976",49 years 99 days,Left Handed,Left Arm Orthodox,2 (2010-2011),
4184,S J  Srivastava,Shalabh J Srivastava,"22nd September, 1981",43 years 251 days,Right Handed,Left Arm Fast Medium,14 (2010-2011),
4156,T  Srivastava,Tanmay Srivastava,"7th November, 1989",35 years 205 days,Left Handed,Right Arm Medium,7 (2008-2009),
4626,B Stanlake,Billy Stanlake,"4th November, 1994",30 years 208 days,Left Handed,Right Arm Fast,6 (2017-2018),
3830,M A Starc,Mitchell Aaron Starc,"30th January, 1990",35 years 121 days,Left Handed,Left Arm Fast,52 (2014-),
3242,D W Steyn,Dale Willem Steyn,"27th June, 1983",41 years 338 days,Right Handed,Right Arm Fast,95 (2008-2020),
4389,M P Stoinis,Marcus Peter Stoinis,"16th August, 1989",35 years 288 days,Right Handed,Right Arm Medium,107 (2016-),
